Accession	H3K4	H3K36	H2AK7	H2AZK14	H2BK11	H2BK16	H3Nterm	H3K9	H3K14	H3K18	H3K23	H3K27	H3K56	H4Nterm	H4K8	H4K12	H4K16	H2A	H2B	H3	H4	H2AZ
YDR403W 	-1.010089397	0.1251242050		-1.555321659			-0.751941430							-0.902197891				0.2070579530	0.1074742340	0.2074676700	0.2704533190	-0.020887881
YDR404C 	-0.319038472	-0.107482938		0.0094041310			0.0083588570						-0.112285445	0.0889336020				0.1407015910	-0.243205674	-0.011532330	-0.172118110	1.2935972710
YDR405W 	-0.319038472	-0.107482938		0.0094041310			0.0083588570						-0.112285445	0.0889336020				0.1407015910	-0.243205674	-0.011532330	-0.172118110	1.2935972710
YDR406W 	-0.375303579	0.1140527760	-0.752765667	-0.828795347	-0.394633806	-0.630818535	-0.368184549	-0.496425596	-0.468725220	-0.788163920	-0.473911700	-0.661448014	-0.064437355	-0.443420868	-0.495242474	-0.318756330	-0.292914768	-0.093673035	-0.184165418	-0.149282330	0.0745961760	-0.166313827
YDR407C 	0.0329791170	-0.355816271	-0.122034720	0.0846609550	-0.156495662	-0.092289174	-0.141681427	-0.118032023	0.2322922120	-0.061304174	-0.104983790	-0.298060994	0.0750979290	0.1480840990	-0.034667706	0.1534440550	-0.084493730	-0.069083482	-0.128812746	0.0087176700	-0.002403824	0.9188625610
YDR408C 	0.1743632320	-0.441607938	0.1187666750	0.1050775130	0.1158237480	0.2027546190	0.3950011280	0.0109008760	0.1915265280	0.0599152640	0.1796619720	0.1718366360	-0.042111060	0.4308523270	0.0714252290	0.2185929500	-0.011521467		-0.115043766	-0.122282330	-0.032975252	0.1651127740
YDR409W 	0.1743632320	-0.441607938	0.1187666750	0.1050775130	0.1158237480	0.2027546190	0.3950011280	0.0109008760	0.1915265280	0.0599152640	0.1796619720	0.1718366360	-0.042111060	0.4308523270	0.0714252290	0.2185929500	-0.011521467		-0.115043766	-0.122282330	-0.032975252	0.1651127740
YDR410C 	0.2407272030	-0.122732938		0.2249851830			0.2290911980						0.1906482150	0.3861287810					-0.391224446	-0.176782330	-0.124975252	0.6211477260
YDR411C 	0.0834734440	-0.628420438	0.0204471430	0.5428362300	0.2792736330	0.2858340480	-0.034921994	0.1730218370	0.1828939150	-0.073401370	0.2247545620	0.0038079190	0.0008126740	0.2894682130	0.2831084300	0.4822423960	0.0531408150	-0.022121263	-0.067971831	-0.126532330	0.0675961760	1.5954778770
YDR412W 	0.0834734440	-0.628420438	0.0204471430	0.5428362300	0.2792736330	0.2858340480	-0.034921994	0.1730218370	0.1828939150	-0.073401370	0.2247545620	0.0038079190	0.0008126740	0.2894682130	0.2831084300	0.4822423960	0.0531408150	-0.022121263	-0.067971831	-0.126532330	0.0675961760	1.5954778770
YDR413C 	-0.049254500	0.8007670620		0.3656949530			-0.173420718						0.0933149800	-0.245771647				0.2556592200	-0.041030495	0.2304676700	0.2467390330	-1.561873098
YDR414C 	0.4657876300	0.2168295620		0.3849465510			0.1814822620						0.1461347120	0.5462679300				0.1845943880	-0.012775464	-0.025032330	0.0698818900	0.3591388180
YDR415C 	0.1325250750	-0.085795438		0.1327645020			0.3661472270						-0.306873418	0.2158907660					-0.138208160	-0.075032330	0.0178818900	-0.234500004
YDR416W 	0.1325250750	-0.085795438		0.1327645020			0.3661472270						-0.306873418	0.2158907660					-0.138208160	-0.075032330	0.0178818900	-0.234500004
YDR417C 	0.6057290490	0.2448920620					1.0557554570							0.6486992780				-0.020621420	0.0070405060	-0.035032330	-0.013975252	-0.723282999
YDR418W 	-0.607577481	-0.383982938		0.6461234170			0.7874141790						-0.279630942	0.4900028240				-1.024244815	-0.850384675	-0.789032329	-0.567546681	-1.638454936
YDR419W 	0.6057290490	0.2448920620					1.0557554570							0.6486992780				-0.020621420	0.0070405060	-0.035032330	-0.013975252	-0.723282999
YDR420W 		-0.060670438											-0.030078262						-0.114910293			-1.515847533
YDR421W 	-0.293069962	0.4933295620	0.1196882020	0.0459489950	-0.110632375	0.0086791280	-0.078202846	0.0165544690	-0.074205949	-0.196618173	0.1967173130	-0.335434384	0.1847719260	-0.212589661	0.0004739730	-0.000262852	0.0990495410	0.1929219330	-0.173228435	0.1762176700	0.1691676050	0.2404736660
YDR422C 	-0.164670103	0.6118503950					-0.565833769						0.0395252060	-0.201048101					-0.312121322	0.0427176700	-0.022118110	0.5390125850
YDR423C 	0.1065565650	-0.059982938		1.1322152610			0.3632618370						0.5461443610	0.0557516160					-0.035894305	-0.060782330	0.0088818900	-0.606615337
YDR424C 	0.1411812460	-0.284875795	0.1946844350		-0.129974741	-0.133827876	0.1973519070	0.2666305380	0.1236304090	-0.219554895	-0.252230315	-0.233500403	0.1173092960	0.3356344540	0.0286293380	0.2513266280	-0.179264696	0.3748809420	0.1831916530	0.0922176700	0.1730247480	0.6343306650
YDR425W 	0.1411812460	-0.284875795	0.1946844350		-0.129974741	-0.133827876	0.1973519070	0.2666305380	0.1236304090	-0.219554895	-0.252230315	-0.233500403	0.1173092960	0.3356344540	0.0286293380	0.2513266280	-0.179264696	0.3748809420	0.1831916530	0.0922176700	0.1730247480	0.6343306650
YDR426C 	0.0704891890	0.5988503950	-0.036638263	0.4362247400	-0.343947299	-0.438276858	0.2709293540	0.2002203070	-0.594567455	0.1474468090	-0.365658998	-0.081627167	-0.625839743	0.1812660850	-0.295014654	-0.188494359	-0.312550727	-0.058269619	-0.069624702	-0.046782330	-0.112118110	1.0619571360
YDR427W 	0.0704891890	0.5988503950	-0.036638263	0.4362247400	-0.343947299	-0.438276858	0.2709293540	0.2002203070	-0.594567455	0.1474468090	-0.365658998	-0.081627167	-0.625839743	0.1812660850	-0.295014654	-0.188494359	-0.312550727	-0.058269619	-0.069624702	-0.046782330	-0.112118110	1.0619571360
YDR428C 	0.2638103240	0.4994545620		-0.011507633			0.2103361630						-0.251745248	0.3356344540					0.1244851140	0.1042176700	0.1568818900	
YDR429C 	-0.451766416	0.2054813480					0.3502775820						0.1571286950	0.4813466530					0.1273818520			
YDR430C 	0.0488487630	0.3706003950		0.3394853070			-0.319132917						0.1648472650	-0.203933491					-0.232831394	-0.171532330	-0.183489538	
YDR431W 	-0.451766416	0.2054813480					0.3502775820						0.1571286950	0.4813466530					0.1273818520			
YDR432W 	0.0488487630	0.3706003950		0.3394853070			-0.319132917						0.1648472650	-0.203933491					-0.232831394	-0.171532330	-0.183489538	
YDR433W 	0.0488487630	0.3706003950		0.3394853070			-0.319132917						0.1648472650	-0.203933491					-0.232831394	-0.171532330	-0.183489538	
YDR434W 	-0.031942159	0.8749099190		-0.941135972			-0.666822422						0.0493136800	-0.592018457				0.4338967750	-0.135494009	-0.035282330	0.0641676050	-1.050790681
YDR435C 	0.4066371330	-0.881947224		0.6419238779			0.2449608440						-0.281072456	0.5520387100				0.4472219980	0.1862408700	0.1439676700	0.1361676050	0.7883018770
YDR436W 	0.4066371330	-0.881947224		0.6419238779			0.2449608440						-0.281072456	0.5520387100				0.4472219980	0.1862408700	0.1439676700	0.1361676050	0.7883018770
YDR437W 	0.2349564230	0.0826837290		0.1327676820			0.0949205590						-0.863180605	0.3313063690					0.1164773920	-0.225782330	-0.054975252	0.0366193170
YDR438W 	0.4037517430	0.2745170620					-0.095515186							-0.038023561				0.1681340190	0.1066067330	-0.136032330	0.1918818900	-0.276751654
YDR439W 	0.2263002530	0.1621837290		0.2747602150			0.1569564460						0.0167301830	0.3370771490					0.0723807650	-0.141532330	0.0443104620	0.0645047370
YDR440W 	0.9938140150	0.3639099190		0.4095862690			0.0429835380							0.5664656610				0.3420608870	0.4074548660	0.1264676700	0.1567390330	0.1495752840
YDR441C 	-0.000202868	0.0911956330		-0.653026886			-0.319132917						-0.383577250	-0.043794341				-0.911377339	-0.493464003	-0.411032330	-0.453546681	-1.498454184
YDR442W 	-0.000202868	0.0911956330		-0.653026886			-0.319132917						-0.383577250	-0.043794341				-0.911377339	-0.493464003	-0.411032330	-0.453546681	-1.498454184
YDR443C 	0.1988890470	0.0226420620					0.0501970130						-0.927127052	0.1769380000				0.1659056270	-0.213320284	-0.092032330	-0.070403824	0.3948572090
YDR444W 	0.1988890470	0.0226420620					0.0501970130						-0.927127052	0.1769380000				0.1659056270	-0.213320284	-0.092032330	-0.070403824	0.3948572090
YDR445C 		0.2432670620																	-0.299771959			-2.442348936
YDR446W 		-0.566420438	-0.302592894	0.0926282480	-0.228559647	-0.167980048		0.0994379910	-0.161813879	-0.166073281	-0.500187700	-0.233490777	-0.449406913		-0.454091908	0.0146669520	0.0922656700	0.2467402170	0.1358122340	0.1264676700	0.0255961760	1.1477209230
YDR447C 	-0.502260743	-0.208375795	-0.258486140	0.0570533190	-0.596022833	-0.319929254	0.2132215530	-0.026561596	-0.031998209	0.5168310240	-0.078915623	0.0310883980	-0.086897992	-0.038023561	-0.443663244	-0.269371090	-0.568774088	-0.418180565	-0.700160592	-0.555782330	-0.486118110	
YDR448W 	-0.502260743	-0.208375795	-0.258486140	0.0570533190	-0.596022833	-0.319929254	0.2132215530	-0.026561596	-0.031998209	0.5168310240	-0.078915623	0.0310883980	-0.086897992	-0.038023561	-0.443663244	-0.269371090	-0.568774088	-0.418180565	-0.700160592	-0.555782330	-0.486118110	
YDR449C 	-0.173326273	-0.348795438		0.0269263370			0.5205155960							0.0831628220				-0.442440681	-0.277538185	-0.369282330	-0.243403824	-0.607466069
YDR450W 	-0.173326273	-0.348795438		0.0269263370			0.5205155960							0.0831628220				-0.442440681	-0.277538185	-0.369282330	-0.243403824	-0.607466069
YDR451C 	0.3330596860	-0.403804367		-0.737666289			-0.352314903						-0.393980533	-0.188063846					-0.257271975	-0.339282330	-0.240118110	
YDR452W 	0.3330596860	-0.403804367		-0.737666289			-0.352314903						-0.393980533	-0.188063846					-0.257271975	-0.339282330	-0.240118110	
YDR453C 	0.3720124520	-0.414482938		0.3554711920			0.4483808440						0.5627836320	0.4496073630				0.5352754230	0.2202641920	0.2217176700	0.1853104620	0.8799046109
YDR454C 	0.8091490490	-0.538982938					0.7571175830						0.4065197820	0.7511306260				-0.045543567	0.1331642560	0.0574676700	0.1890247480	0.7656835700
YDR455C 	-0.546984289			-0.616345029			-0.428777740						0.0553411170	-0.423223137				-0.067890172	-0.047131006			0.4589159730
YDR456W 	0.8091490490	-0.538982938					0.7571175830						0.4065197820	0.7511306260				-0.045543567	0.1331642560	0.0574676700	0.1890247480	0.7656835700
YDR457W 	-0.546984289			-0.616345029			-0.428777740						0.0553411170	-0.423223137				-0.067890172	-0.047131006			0.4589159730
YDR458C 	0.1123273450	0.3823920620		0.4579835060			0.2911270850						0.1460238840	0.3356344540					-0.413624982	-0.065782330	-0.018403824	0.3938319670
YDR459C 	0.3835540120	-0.298107938		0.6850894700			0.3950011280						0.2834132900	0.4827893490				0.2803305210	0.2449370970	-0.026532330	0.1318818900	0.6317997230
YDR460W 	0.3835540120	-0.298107938		0.6850894700			0.3950011280						0.2834132900	0.4827893490				0.2803305210	0.2449370970	-0.026532330	0.1318818900	0.6317997230
YDR461W 	0.1325250750	0.3992045620		0.1605917780			0.1093475100						0.5902447310	0.0124707650					-0.302820496	0.1247176700	0.0675961760	
YDR462W 	0.3301742960	-0.181170438		-0.123963393			-0.004625398							0.3832433910					-0.001038373	-0.038532330	-0.143356205	
YDR463W 	-0.304611522	-0.175947224					-0.280180151							0.0095853750					-0.305739303	-0.202282330	-0.001546681	
YDR464W 	-0.060796060	0.6188384910	-0.344481694	-0.670005763	-0.734685346	-0.283420048	-1.070777034	-0.530114858	-0.551400256	-0.666734098	-0.205477472	-0.276799185		-0.705991365	-0.138081335	-0.370919584	-0.105632224		-0.496507184	-0.153782330	-0.205975252	
YDR465C 	0.6504525950	-0.020045438	-0.489129423	0.4116188550	-0.241236707	-0.134453765	-0.200831924	-0.585481284	-0.496638019	-0.456970840	-0.227594973	-0.387514080	-0.115598480	0.2187761560	-0.325701620	-0.301488138	-0.510474281	0.1434144350	0.2092662270	-0.093032330	-0.044118110	1.6225365389
YDR466W 	0.6504525950	-0.020045438	-0.489129423	0.4116188550	-0.241236707	-0.134453765	-0.200831924	-0.585481284	-0.496638019	-0.456970840	-0.227594973	-0.387514080	-0.115598480	0.2187761560	-0.325701620	-0.301488138	-0.510474281	0.1434144350	0.2092662270	-0.093032330	-0.044118110	1.6225365389
YDR467C 	-0.499375353	1.0994545620		-0.181074512			-0.251326250						-0.107513532	-0.336661435					-0.099073357	0.0724676700	0.1003104620	-2.245901261
YDR468C 	-0.231034075	0.0341956330	0.4771620750	0.4245189200	0.2311139280	0.4239243840	0.2752574400	0.3385885440	0.5390205610	0.4945336760	0.8431136120	0.3462712300	-0.474793679	0.2548435320	0.5865353970	0.3816544630	0.3739107010		-0.033796431	-0.193282330	-0.017260967	0.1994044330
YDR469W 	-0.231034075	0.0341956330	0.4771620750	0.4245189200	0.2311139280	0.4239243840	0.2752574400	0.3385885440	0.5390205610	0.4945336760	0.8431136120	0.3462712300	-0.474793679	0.2548435320	0.5865353970	0.3816544630	0.3739107010		-0.033796431	-0.193282330	-0.017260967	0.1994044330
YDR470C 	-0.402714785	0.0210170620	0.0007906840	-0.003403943	0.2079758800	-0.007085866	0.4873336110	0.4995839990	-0.149104581	1.3929779449	0.4137986990	0.7594152310	-0.561629735	0.0947043830	-0.132595968	-0.274068867	-0.309218074	-0.750051132	-0.232313833	-0.433532330	-0.525689538	-0.749224670
YDR471W 	-0.402714785	0.0210170620	0.0007906840	-0.003403943	0.2079758800	-0.007085866	0.4873336110	0.4995839990	-0.149104581	1.3929779449	0.4137986990	0.7594152310	-0.561629735	0.0947043830	-0.132595968	-0.274068867	-0.309218074	-0.750051132	-0.232313833	-0.433532330	-0.525689538	-0.749224670
YDR472W 		0.3206956330	0.1432605740	0.2413730920	-0.040331939	-0.140402594		0.3780499210	0.4290884980	0.9940608090	0.5136971590	0.9512469380	-0.325712380		0.3229374230	0.3835936970	0.3825581050	0.2290058130	-0.298578198			-0.295819358
YDR473C 	0.7543266380	0.1354545620	0.4388074170	0.4107503570	0.3273652080	0.3085298810	0.3935584330	0.2406593120	0.6356301750	0.4785526000	0.7012365710	0.5288627450	-0.258439870	0.5318409800	0.4550045790	0.2634418540	0.5365587070	0.3500177960	0.0780921570	0.2154676700	0.1323104620	-0.015637334
YDR474C 	0.4643449350	1.3383384910		0.4189240120			0.0011453820						-0.451322693	-0.066877462				0.6213767770	0.2183785580	0.3484676700	0.2934533190	-1.267134924
YDR475C 	0.1570508910	-0.183090081		0.4796675190			0.4382819790							0.2029065110				0.3086000660	-0.010726977	0.0989676700	0.0591676050	-0.066316349
YDR476C 	0.8163625250	-0.351670438		0.7599910060			0.7499041080							0.8001822570				0.1592256250	0.2781773370	0.2149676700	0.2083104620	0.5223488520
YDR477W 	0.8163625250	-0.351670438		0.7599910060			0.7499041080							0.8001822570				0.1592256250	0.2781773370	0.2149676700	0.2083104620	0.5223488520
YDR478W 	-0.215164430	0.5567670620		0.0157640840			-0.059447810						-0.097942361	-0.206818881					-0.133652024	0.1164676700	0.0734533190	0.4581187850
YDR479C 	0.8726276310	-0.185482938	0.5281560370	0.4906106550	0.5408055930	0.5889420330	0.4411673690	0.6480923640	0.4209880230	0.4791512290	0.6367790810	0.4974110940	-0.032794346	0.6631262290	0.6301266920	0.5866523880	0.7369440170		-0.041579844	-0.078032330	0.1874533190	0.6199310460
YDR480W 	0.8726276310	-0.185482938	0.5281560370	0.4906106550	0.5408055930	0.5889420330	0.4411673690	0.6480923640	0.4209880230	0.4791512290	0.6367790810	0.4974110940	-0.032794346	0.6631262290	0.6301266920	0.5866523880	0.7369440170		-0.041579844	-0.078032330	0.1874533190	0.6199310460
YDR481C 	0.1426239410	-0.336149605		1.1548193350			0.4512662350						0.3831517700	0.2865828230				-0.454392741	-0.205844866	-0.107282330	-0.008118110	0.0867759480
YDR482C 	-0.228148685	-0.288232938	0.3775111010	0.9307388250	0.2713476590	0.4564641220	0.5046459510	0.8175577280	0.2642336000	1.2588480259	0.2506322020	0.4477899380	0.3185422070	0.3601602700	0.2882530410	0.3850614380	0.2246742440		-0.537119308	-0.396282330	-0.192832395	0.3214306180
YDR483W 	-0.228148685	-0.288232938	0.3775111010	0.9307388250	0.2713476590	0.4564641220	0.5046459510	0.8175577280	0.2642336000	1.2588480259	0.2506322020	0.4477899380	0.3185422070	0.3601602700	0.2882530410	0.3850614380	0.2246742440		-0.537119308	-0.396282330	-0.192832395	0.3214306180
YDR484W 	0.1657070610	0.4701003950		-0.203297804			0.1468575810						-0.173196097	0.0341111910					-0.007611696	-0.008782330	-0.037832395	
YDR485C 	-0.073780316	0.0714337290	-0.067937513	0.5455988770	0.0692142520	0.0184678700	-0.259982421	0.2184021110	0.1765606930	0.0216059550	0.0451761880	-0.083954552	-0.666681390	0.0009292050	0.3974995920	0.1338689650	0.4500856910		-0.019349033	0.0382176700	-0.016975252	0.1388489860
YDR486C 	-0.037712940	0.4208384910					-0.291721712						-0.222617504	-0.038023561					-0.368950368	-0.066282330	0.0893104620	-0.411196008
YDR487C 	-0.329137338	-0.189899605		-0.220695227			-0.430220435						-0.358936438	-0.274625548					-0.336110514	-0.419032330	-0.328022872	
YDR488C 	0.0243229470	-0.443857938	-0.265450430		-0.075080724	-0.055063802	-0.278737456	-0.261389102	-0.225650165	-0.480094003	-0.240925409	-0.501608914	-0.288248550	-0.141897604	-0.311322633	-0.301827762	-0.346735500	0.0070428120	-0.122370848	-0.091782330	-0.144832395	
YDR489W 	0.0243229470	-0.443857938	-0.265450430		-0.075080724	-0.055063802	-0.278737456	-0.261389102	-0.225650165	-0.480094003	-0.240925409	-0.501608914	-0.288248550	-0.141897604	-0.311322633	-0.301827762	-0.346735500	0.0070428120	-0.122370848	-0.091782330	-0.144832395	
YDR490C 	0.1743632320	-0.288590081		0.0287125100			-0.265753201						0.0004409110	-0.378499591				0.1668720250	-0.456969161	-0.386282330	-0.314975252	0.5809391150
YDR491C 	0.2739091890	0.2781837290	0.4317081930	0.3975903670	0.3972334080	0.3183118240	0.1266598500	-0.044788093	0.3758682420	0.3115935770	0.4766321570	0.4503900970	-0.147591036	0.3111086390	0.5011654820	0.3716379560	0.3850585110		-0.095847497	0.0349676700	0.0310247480	0.3222667670
YDR492W 	0.1743632320	-0.288590081		0.0287125100			-0.265753201						0.0004409110	-0.378499591				0.1668720250	-0.456969161	-0.386282330	-0.314975252	0.5809391150
YDR493W 	0.2739091890	0.2781837290	0.4317081930	0.3975903670	0.3972334080	0.3183118240	0.1266598500	-0.044788093	0.3758682420	0.3115935770	0.4766321570	0.4503900970	-0.147591036	0.3111086390	0.5011654820	0.3716379560	0.3850585110		-0.095847497	0.0349676700	0.0310247480	0.3222667670
YDR494W 	0.0704891890	-0.479482938					0.1901384320						0.2269784660	0.4986589940				0.1541781860	-0.120452020	-0.027532330	-0.039260967	0.9968549100
YDR495C 	-0.206508259	0.5893503950	0.0591347000	-0.277112591	0.0632626260	0.0637606090	-0.358085683	0.1119546040	0.1568906520	-0.369412532	0.0092999150	-0.337158355	-0.261685604	-0.387155761	-0.524157004	-0.308878256	0.1215330650		-0.214384704	0.2427176700	-0.088832395	-0.627253003
YDR496C 	-0.029056769	0.4986242050		0.2520563760			-0.255654336						-0.605552438	-0.183735760					-0.120017034	0.0039676700	0.0489771280	0.1729624550
YDR497C 	0.3431585510	0.2202670620	-0.264731032	0.0721173550	0.0196029120	0.1864473270	-0.047906250	0.0671593150	0.1241565030	0.0881405990	-0.554745100	-0.432669760	-0.321037131	-0.141897604	-0.076188486	-0.064128870	-0.419770592	0.1199651530	-0.147574270	-0.024782330	0.1007390330	0.0892687030
YDR498C 	0.1108846500	-0.344482938		0.0179656940			0.1425294960						-0.267023883	0.0095853750				0.3082314370	0.1964356940	-0.086532330	0.0174533190	0.4644384220
YDR499W 	0.1108846500	-0.344482938		0.0179656940			0.1425294960						-0.267023883	0.0095853750				0.3082314370	0.1964356940	-0.086532330	0.0174533190	0.4644384220
